family_a	family_b	split_a	split_b	status	best_evalue
RF00090	RF01230	train	train	OK	0.0065
RF00090	RF01263	train	train	OK	0.00013
RF00090	RF01658	train	train	OK	4.6e-05
RF00090	RF02451	train	train	OK	0.00091
RF00090	RF03732	train	train	OK	0.0046
RF00091	RF01645	train	train	OK	0.00022
RF00092	RF00265	train	train	OK	1.7e-05
RF00093	RF00221	train	train	OK	0.003
RF00093	RF00289	train	train	OK	0.0031
RF00093	RF01159	train	train	OK	3.2e-06
RF00093	RF01168	train	train	OK	1.6e-05
RF00093	RF01605	train	train	OK	4e-08
RF00094	RF02682	train	train	OK	0.0028
RF00095	RF01119	train	train	OK	1e-05
RF00095	RF01120	train	train	OK	0.0014
RF00095	RF01121	train	train	OK	0.0019
RF00095	RF01122	train	train	OK	1.1e-07
RF00095	RF01123	train	train	OK	8.1e-06
RF00095	RF01124	train	train	OK	0.00033
RF00095	RF01126	train	train	OK	3.4e-12
RF00095	RF01128	train	train	OK	0.00026
RF00095	RF01129	train	train	OK	1.1e-05
RF00095	RF01130	train	train	OK	0.00013
RF00095	RF01131	train	train	OK	1.5e-08
RF00095	RF01132	train	train	OK	1.5e-05
RF00095	RF01133	train	train	OK	2.2e-09
RF00095	RF01134	train	train	OK	0.0014
RF00095	RF01136	train	train	OK	6.7e-07
RF00095	RF01138	train	train	OK	3.2e-06
RF00095	RF01139	train	train	OK	0.0011
RF00095	RF01140	train	train	OK	1.9e-05
RF00095	RF01141	train	train	OK	0.00024
RF00095	RF01144	train	train	OK	1.2e-05
RF00095	RF01145	train	train	OK	2.2e-05
RF00095	RF01147	train	train	OK	2.2e-11
RF00095	RF01149	train	train	OK	8.3e-06
RF00095	RF01150	train	train	OK	0.00031
RF00095	RF01152	train	train	OK	2e-06
RF00095	RF01273	train	train	OK	2.1e-05
RF00095	RF01274	train	train	OK	1.3e-05
RF00095	RF01303	train	train	OK	0.00082
RF00095	RF01304	train	train	OK	0.00071
RF00095	RF01305	train	train	OK	5.8e-06
RF00095	RF01306	train	train	OK	0.0042
RF00095	RF01308	train	train	OK	0.0015
RF00095	RF01309	train	train	OK	3.6e-08
RF00095	RF01310	train	train	OK	5.7e-05
RF00095	RF01312	train	train	OK	0.00012
RF00100	RF01052	train	train	OK	7.5e-10
RF00100	RF01464	train	train	OK	0.0064
RF00100	RF03558	train	train	OK	0.0024
RF00100	RF03774	train	train	OK	3e-05
RF00101	RF00111	train	train	OK	4.9e-25
RF00101	RF02451	train	train	OK	0.0065
RF00102	RF00974	train	train	OK	0.0015
RF00102	RF02556	train	train	OK	0.0026
RF00102	RF03413	train	train	OK	0.0055
RF00102	RF03636	train	train	OK	0.0016
RF00102	RF03646	train	train	OK	0.0081
RF00102	RF03793	train	train	OK	0.0079
RF00103	RF00254	train	train	OK	0.00068
RF00103	RF00739	train	train	OK	0.0072
RF00103	RF00810	train	train	OK	0.003
RF00103	RF00965	train	train	OK	3.6e-05
RF00103	RF01011	train	train	OK	0.0021
RF00103	RF01464	train	train	OK	0.00042
RF00103	RF01859	train	train	OK	0.0023
RF00103	RF01936	train	train	OK	4e-10
RF00103	RF02862	train	train	OK	0.0065
RF00103	RF03187	train	train	OK	0.0016
RF00103	RF03244	train	train	OK	0.00026
RF00103	RF03280	train	train	OK	0.0041
RF00103	RF03344	train	train	OK	0.0044
RF00103	RF03406	train	train	OK	0.0085
RF00103	RF03557	train	train	OK	0.00065
RF00103	RF03568	train	train	OK	0.0019
RF00103	RF03578	train	train	OK	0.00072
RF00103	RF03641	train	train	OK	8.3e-07
RF00103	RF03645	train	train	OK	0.0037
RF00103	RF03654	train	train	OK	4.3e-07
RF00103	RF03682	train	train	OK	0.0016
RF00103	RF03704	train	train	OK	0.002
RF00103	RF03734	train	train	OK	0.0025
RF00103	RF03788	train	train	OK	0.0017
RF00103	RF03798	train	train	OK	5.7e-06
RF00103	RF03872	train	train	OK	0.00015
RF00103	RF03880	train	train	OK	2.1e-06
RF00103	RF04065	train	train	OK	0.003
RF00103	RF04068	train	train	OK	0.0023
RF00103	RF04154	train	train	OK	0.0011
RF00103	RF04240	train	train	OK	0.00012
RF00103	RF04241	train	train	OK	0.00035
RF00103	RF04252	train	train	OK	0.0034
RF00103	RF04265	train	train	OK	7.5e-07
RF00104	RF00972	train	train	OK	0.00033
RF00104	RF00993	train	train	OK	0.0026
RF00104	RF03193	train	train	OK	5.4e-05
RF00104	RF03244	train	train	OK	0.0004
RF00104	RF03464	train	train	OK	0.0032
RF00104	RF03489	train	train	OK	6.7e-05
RF00104	RF03555	train	train	OK	3.7e-05
RF00104	RF03566	train	train	OK	0.00092
RF00104	RF03637	train	train	OK	4.5e-06
RF00104	RF03843	train	train	OK	0.0024
RF00104	RF04052	train	train	OK	0.00022
RF00104	RF04077	train	train	OK	4.9e-05
RF00104	RF04124	train	train	OK	0.0067
RF00104	RF04151	train	train	OK	0.0015
RF00104	RF04154	train	train	OK	7.2e-09
RF00104	RF04176	train	train	OK	0.0027
RF00104	RF04187	train	train	OK	0.0002
RF00104	RF04193	train	train	OK	1.2e-05
RF00104	RF04194	train	train	OK	5.9e-07
RF00104	RF04259	train	train	OK	1.8e-07
RF00104	RF04261	train	train	OK	0.0033
RF00105	RF00159	train	train	OK	1.8e-21
RF00105	RF00181	train	train	OK	0.0096
RF00105	RF00318	train	train	OK	0.0098
RF00105	RF00570	train	train	OK	0.0018
RF00105	RF00606	train	train	OK	0.0061
RF00105	RF01169	train	train	OK	0.0019
RF00106	RF00499	train	train	OK	0.0022
RF00106	RF01400	train	train	OK	0.0068
RF00106	RF02064	train	train	OK	0.002
RF00106	RF02223	train	train	OK	0.0089
RF00106	RF02604	train	train	OK	0.0051
RF00107	RF00243	train	train	OK	2.5e-20
RF00107	RF00671	train	train	OK	0.00021
RF00107	RF01809	train	train	OK	4.7e-09
RF00107	RF02239	train	train	OK	0.0022
RF00107	RF03637	train	train	OK	0.0015
RF00107	RF04081	train	train	OK	0.0027
RF00108	RF00577	train	train	OK	0.001
RF00110	RF01812	train	train	OK	0.0045
RF00111	RF02616	train	train	OK	0.0096
RF00116	RF00506	train	train	OK	1.6e-05
RF00116	RF03936	train	train	OK	0.0065
RF00117	RF01390	train	train	OK	0.00073
RF00121	RF00506	train	train	OK	0.00056
RF00121	RF00512	train	train	OK	8e-06
RF00121	RF00513	train	train	OK	0.00039
RF00121	RF00519	train	train	OK	0.0037
RF00121	RF01808	train	train	OK	0.00047
RF00121	RF01859	train	train	OK	0.00031
RF00121	RF02278	train	train	OK	0.0068
RF00121	RF02621	train	train	OK	0.0049
RF00121	RF02651	train	train	OK	0.00034
RF00121	RF02744	train	train	OK	0.0062
RF00125	RF01257	train	train	OK	0.0065
RF00125	RF01408	train	train	OK	0.0045
RF00125	RF01770	train	train	OK	0.00013
RF00125	RF01772	train	train	OK	0.0022
RF00125	RF03556	train	train	OK	0.0045
RF00125	RF04199	train	train	OK	0.0066
RF00125	RF04242	train	train	OK	0.007
RF00126	RF00512	train	train	OK	0.00048
RF00126	RF01388	train	train	OK	0.0033
RF00126	RF02066	train	train	OK	0.00079
RF00129	RF00784	train	train	OK	0.0033
RF00129	RF02017	train	train	OK	0.0021
RF00129	RF03177	train	train	OK	0.0068
RF00129	RF03278	train	train	OK	0.0051
RF00129	RF03635	train	train	OK	0.00014
RF00129	RF03853	train	train	OK	0.00019
RF00130	RF00178	train	train	OK	0.0045
RF00130	RF00713	train	train	OK	0.0065
RF00130	RF00804	train	train	OK	0.00023
RF00130	RF00956	train	train	OK	1.9e-05
RF00130	RF00965	train	train	OK	5.5e-07
RF00130	RF01016	train	train	OK	2.9e-05
RF00130	RF01253	train	train	OK	4.2e-06
RF00130	RF03173	train	train	OK	3.2e-05
RF00130	RF03201	train	train	OK	0.00047
RF00130	RF03360	train	train	OK	1.3e-07
RF00130	RF03361	train	train	OK	0.0045
RF00130	RF03373	train	train	OK	0.0003
RF00130	RF03423	train	train	OK	0.00016
RF00130	RF03450	train	train	OK	7.8e-07
RF00130	RF03454	train	train	OK	1.6e-06
RF00130	RF03461	train	train	OK	0.0027
RF00130	RF03506	train	train	OK	0.0056
RF00130	RF03516	train	train	OK	2.1e-05
RF00130	RF03629	train	train	OK	0.0003
RF00130	RF03671	train	train	OK	0.0033
RF00130	RF03679	train	train	OK	0.00048
RF00130	RF03681	train	train	OK	0.0013
RF00130	RF03703	train	train	OK	0.0074
RF00130	RF03754	train	train	OK	2.2e-09
RF00130	RF03757	train	train	OK	3.9e-09
RF00130	RF03799	train	train	OK	0.0068
RF00130	RF03862	train	train	OK	0.0023
RF00130	RF03912	train	train	OK	1.3e-06
RF00130	RF03937	train	train	OK	4.7e-09
RF00130	RF03988	train	train	OK	6.7e-09
RF00130	RF04007	train	train	OK	1.8e-05
RF00130	RF04051	train	train	OK	0.00043
RF00130	RF04059	train	train	OK	0.0064
RF00130	RF04068	train	train	OK	2.1e-07
RF00130	RF04116	train	train	OK	0.0044
RF00130	RF04154	train	train	OK	2e-05
RF00130	RF04216	train	train	OK	0.0055
RF00130	RF04269	train	train	OK	7.4e-05
RF00130	RF04270	train	train	OK	0.00058
RF00130	RF04282	train	train	OK	0.0003
RF00131	RF00639	train	train	OK	0.0051
RF00131	RF00685	train	train	OK	7e-08
RF00131	RF00815	train	train	OK	2.8e-05
RF00131	RF00821	train	train	OK	0.0055
RF00131	RF00840	train	train	OK	9.3e-08
RF00131	RF00841	train	train	OK	0.00011
RF00131	RF00905	train	train	OK	5.5e-08
RF00131	RF00931	train	train	OK	2.5e-07
RF00131	RF00971	train	train	OK	0.0063
RF00131	RF02901	train	train	OK	0.0044
RF00131	RF03373	train	train	OK	2.6e-05
RF00131	RF03498	train	train	OK	5.9e-08
RF00131	RF03511	train	train	OK	8.7e-05
RF00131	RF03545	train	train	OK	8.3e-05
RF00131	RF03607	train	train	OK	1.3e-05
RF00131	RF03652	train	train	OK	0.0036
RF00131	RF03713	train	train	OK	0.0015
RF00131	RF03739	train	train	OK	3.1e-07
RF00131	RF03757	train	train	OK	0.0046
RF00131	RF03769	train	train	OK	0.0004
RF00131	RF03776	train	train	OK	0.00018
RF00131	RF03795	train	train	OK	2e-06
RF00131	RF03812	train	train	OK	0.00013
RF00131	RF03844	train	train	OK	0.00056
RF00131	RF03862	train	train	OK	3.3e-05
RF00131	RF03955	train	train	OK	5.5e-06
RF00131	RF04038	train	train	OK	0.00012
RF00131	RF04197	train	train	OK	0.0029
RF00133	RF00147	train	train	OK	0.00084
RF00133	RF00300	train	train	OK	0.00058
RF00133	RF00344	train	train	OK	0.0077
RF00133	RF00359	train	train	OK	0.0048
RF00133	RF00472	train	train	OK	0.0019
RF00133	RF00532	train	train	OK	0.00016
RF00133	RF01182	train	train	OK	0.0042
RF00133	RF01189	train	train	OK	1e-05
RF00133	RF01192	train	train	OK	0.00012
RF00134	RF00202	train	train	OK	0.0012
RF00134	RF00280	train	train	OK	0.00024
RF00134	RF00281	train	train	OK	7.8e-05
RF00134	RF00535	train	train	OK	0.0018
RF00134	RF02295	train	train	OK	0.008
RF00134	RF02408	train	train	OK	0.0025
RF00135	RF00476	train	train	OK	0.00027
RF00135	RF00493	train	train	OK	0.0016
RF00135	RF00611	train	train	OK	0.0084
RF00135	RF01172	train	train	OK	0.004
RF00135	RF01420	train	train	OK	0.0019
RF00135	RF01563	train	train	OK	0.0097
RF00135	RF02285	train	train	OK	0.00098
RF00136	RF00212	train	train	OK	0.0097
RF00136	RF01133	train	train	OK	0.0028
RF00137	RF00538	test	test	OK	0.0087
RF00138	RF01216	test	test	OK	5.8e-05
RF00139	RF00885	train	train	OK	0.00044
RF00139	RF03637	train	train	OK	1.4e-06
RF00139	RF03709	train	train	OK	0.00046
RF00139	RF03747	train	train	OK	0.0002
RF00139	RF03845	train	train	OK	0.0048
RF00139	RF04052	train	train	OK	0.00021
RF00139	RF04054	train	train	OK	0.00056
RF00139	RF04154	train	train	OK	5.5e-05
RF00139	RF04161	train	train	OK	4.7e-08
RF00139	RF04176	train	train	OK	1.8e-06
RF00139	RF04217	train	train	OK	0.00053
RF00139	RF04241	train	train	OK	0.0001
RF00139	RF04258	train	train	OK	0.0057
RF00142	RF00205	train	train	OK	0.0043
RF00142	RF00361	train	train	OK	0.006
RF00143	RF00644	train	train	OK	0.0024
RF00143	RF00685	train	train	OK	0.0021
RF00143	RF00854	train	train	OK	0.00032
RF00143	RF00969	train	train	OK	1.4e-05
RF00143	RF01028	train	train	OK	0.00022
RF00143	RF02516	train	train	OK	0.005
RF00143	RF02520	train	train	OK	0.0021
RF00143	RF03225	train	train	OK	0.0022
RF00143	RF03512	train	train	OK	3.8e-06
RF00143	RF03634	train	train	OK	0.0094
RF00143	RF03716	train	train	OK	0.00061
RF00143	RF03718	train	train	OK	0.0031
RF00143	RF03955	train	train	OK	0.00073
RF00143	RF04054	train	train	OK	2.6e-06
RF00143	RF04120	train	train	OK	0.001
RF00143	RF04167	train	train	OK	0.0058
RF00143	RF04187	train	train	OK	0.004
RF00143	RF04258	train	train	OK	2.3e-08
RF00144	RF00253	train	train	OK	0.0021
RF00144	RF00486	train	train	OK	6.6e-05
RF00144	RF01064	train	train	OK	0.00032
RF00144	RF03638	train	train	OK	0.00011
RF00144	RF03970	train	train	OK	0.0016
RF00144	RF04076	train	train	OK	5.6e-05
RF00147	RF00151	train	train	OK	0.0097
RF00147	RF00213	train	train	OK	0.0084
RF00147	RF00271	train	train	OK	0.0002
RF00147	RF00317	train	train	OK	0.0086
RF00147	RF00607	train	train	OK	0.0009
RF00147	RF01194	train	train	OK	0.0077
RF00147	RF01423	train	train	OK	0.0012
RF00149	RF00581	train	train	OK	4e-05
RF00150	RF01133	train	train	OK	0.0036
RF00150	RF01140	train	train	OK	0.00021
RF00151	RF00344	train	train	OK	0.0055
RF00151	RF00345	train	train	OK	0.0064
RF00154	RF00607	train	train	OK	0.00024
RF00154	RF01166	train	train	OK	0.0061
RF00154	RF01191	train	train	OK	0.0021
RF00154	RF01662	train	train	OK	0.00023
RF00157	RF01506	train	train	OK	8.2e-05
RF00158	RF00266	train	train	OK	0.0091
RF00158	RF01133	train	train	OK	0.0015
RF00158	RF01304	train	train	OK	0.00077
RF00160	RF00273	train	train	OK	1.5e-07
RF00160	RF00473	train	train	OK	0.00082
RF00160	RF01506	train	train	OK	0.00025
RF00161	RF01390	train	train	OK	0.0062
RF00161	RF03955	train	train	OK	0.0059
RF00162	RF01725	val	val	OK	0.00068
RF00163	RF02275	train	train	OK	2.9e-06
RF00163	RF02277	train	train	OK	3e-05
RF00164	RF03122	train	train	OK	6e-15
RF00164	RF03123	train	train	OK	9.4e-17
RF00164	RF03124	train	train	OK	2.6e-16
RF00164	RF03125	train	train	OK	2.3e-15
RF00165	RF03121	train	train	OK	3.6e-15
RF00165	RF03122	train	train	OK	1.2e-13
RF00165	RF03124	train	train	OK	3.7e-12
RF00165	RF03125	train	train	OK	3.6e-14
RF00166	RF00195	train	train	OK	0.00049
RF00166	RF00707	train	train	OK	0.0011
RF00166	RF01619	train	train	OK	0.0037
RF00166	RF02029	train	train	OK	0.0015
RF00166	RF02144	train	train	OK	0.0082
RF00166	RF02767	train	train	OK	0.00097
RF00166	RF03975	train	train	OK	0.0003
RF00167	RF01510	val	val	OK	7.7e-08
RF00167	RF03165	val	val	OK	2.8e-11
RF00169	RF01854	train	train	OK	2.6e-19
RF00169	RF01856	train	train	OK	0.00013
RF00169	RF01857	train	train	OK	1.6e-07
RF00169	RF04183	train	train	OK	1.1e-11
RF00174	RF01482	train	train	OK	1.4e-07
RF00174	RF01689	train	train	OK	1.1e-05
RF00177	RF01959	train	train	OK	0
RF00177	RF01960	train	train	OK	4.9e-226
RF00177	RF02542	train	train	OK	2.8e-232
RF00178	RF00246	train	train	OK	9.1e-09
RF00178	RF00258	train	train	OK	0.00036
RF00178	RF00660	train	train	OK	0.0053
RF00178	RF00784	train	train	OK	0.00016
RF00178	RF00852	train	train	OK	2.7e-05
RF00178	RF01001	train	train	OK	1.8e-05
RF00178	RF01902	train	train	OK	0.0098
RF00178	RF02021	train	train	OK	1.7e-06
RF00178	RF03197	train	train	OK	1.9e-05
RF00178	RF03201	train	train	OK	0.0004
RF00178	RF03278	train	train	OK	1.6e-06
RF00178	RF03313	train	train	OK	0.0043
RF00178	RF03328	train	train	OK	7e-05
RF00178	RF03679	train	train	OK	9.9e-05
RF00178	RF03705	train	train	OK	0.0013
RF00178	RF03729	train	train	OK	0.0013
RF00178	RF03769	train	train	OK	0.0002
RF00178	RF03834	train	train	OK	1e-05
RF00178	RF03849	train	train	OK	0.0084
RF00178	RF03877	train	train	OK	0.00039
RF00178	RF03921	train	train	OK	2.9e-05
RF00178	RF04067	train	train	OK	1.6e-05
RF00178	RF04093	train	train	OK	0.0018
RF00178	RF04145	train	train	OK	0.0035
RF00178	RF04254	train	train	OK	8.3e-05
RF00181	RF00279	train	train	OK	0.0062
RF00181	RF00318	train	train	OK	0.0031
RF00181	RF01126	train	train	OK	0.0057
RF00181	RF01133	train	train	OK	0.0012
RF00181	RF01152	train	train	OK	0.00056
RF00181	RF01169	train	train	OK	7.4e-07
RF00184	RF00795	train	train	OK	3.1e-05
RF00185	RF03540	train	train	OK	0.0038
RF00185	RF03545	train	train	OK	0.00084
RF00185	RF04144	train	train	OK	0.0046
RF00185	RF04265	train	train	OK	0.0074
RF00186	RF00204	train	train	OK	0.0053
RF00186	RF00339	train	train	OK	3.6e-05
RF00186	RF00610	train	train	OK	0.0063
RF00188	RF00300	train	train	OK	0.0026
RF00188	RF01152	train	train	OK	0.0026
RF00188	RF01279	train	train	OK	8.1e-05
RF00189	RF00325	train	train	OK	0.0096
RF00189	RF01192	train	train	OK	0.0051
RF00190	RF00392	train	train	OK	0.0011
RF00190	RF00544	train	train	OK	1.1e-05
RF00190	RF01441	train	train	OK	0.0015
RF00191	RF00428	train	train	OK	0.00032
RF00191	RF01660	train	train	OK	8.5e-08
RF00191	RF03509	train	train	OK	0.0012
RF00192	RF00995	train	train	OK	0.0097
RF00192	RF03679	train	train	OK	0.005
RF00193	RF02731	train	train	OK	0.00075
RF00194	RF02809	train	train	OK	0.0062
RF00194	RF03771	train	train	OK	0.0011
RF00194	RF04067	train	train	OK	0.0013
RF00195	RF00372	train	train	OK	0.0036
RF00195	RF00512	train	train	OK	0.0015
RF00195	RF01386	train	train	OK	0.0055
RF00195	RF01400	train	train	OK	0.00037
RF00195	RF01766	train	train	OK	0.00049
RF00195	RF01770	train	train	OK	0.00013
RF00195	RF01772	train	train	OK	0.0066
RF00195	RF02079	train	train	OK	0.00034
RF00195	RF02144	train	train	OK	1.2e-19
RF00195	RF02621	train	train	OK	6.6e-05
RF00195	RF03976	train	train	OK	0.0042
RF00200	RF00328	train	train	OK	0.0046
RF00202	RF01299	train	train	OK	0.0071
RF00202	RF01422	train	train	OK	0.0069
RF00203	RF01147	train	train	OK	0.0057
RF00203	RF01309	train	train	OK	0.0047
RF00204	RF01304	train	train	OK	0.0032
RF00205	RF00345	train	train	OK	9.6e-05
RF00205	RF01422	train	train	OK	0.0028
RF00206	RF01277	train	train	OK	0.0084
RF00207	RF00962	train	train	OK	0.00056
RF00207	RF00976	train	train	OK	0.00015
RF00207	RF03339	train	train	OK	0.0019
RF00207	RF03880	train	train	OK	0.0026
RF00207	RF04106	train	train	OK	0.00067
RF00209	RF04263	train	train	OK	0.0036
RF00210	RF01812	train	train	OK	0.0042
RF00211	RF00328	train	train	OK	0.0034
RF00211	RF01166	train	train	OK	0.00084
RF00211	RF01207	train	train	OK	2.3e-05
RF00212	RF00325	train	train	OK	0.0048
RF00212	RF00352	train	train	OK	0.0035
RF00212	RF00476	train	train	OK	6.2e-07
RF00212	RF00572	train	train	OK	0.0064
RF00212	RF01131	train	train	OK	0.00074
RF00212	RF01153	train	train	OK	0.0034
RF00212	RF01157	train	train	OK	1.1e-06
RF00212	RF01600	train	train	OK	0.0058
RF00212	RF02285	train	train	OK	0.0088
RF00213	RF00332	train	train	OK	0.0029
RF00213	RF00439	train	train	OK	0.0033
RF00213	RF00576	train	train	OK	0.0045
RF00213	RF00577	train	train	OK	0.0077
RF00213	RF00607	train	train	OK	0.0065
RF00213	RF01191	train	train	OK	0.005
RF00213	RF01286	train	train	OK	0.005
RF00213	RF01287	train	train	OK	0.0012
RF00213	RF01574	train	train	OK	0.0031
RF00213	RF01586	train	train	OK	0.00069
RF00213	RF01647	train	train	OK	2.5e-08
RF00213	RF02293	train	train	OK	0.0019
RF00213	RF02403	train	train	OK	1.6e-05
RF00216	RF01093	train	train	OK	0.0053
RF00216	RF02400	train	train	OK	1.1e-05
RF00216	RF03458	train	train	OK	0.0055
RF00216	RF03703	train	train	OK	0.002
RF00216	RF03777	train	train	OK	0.0098
RF00216	RF04119	train	train	OK	0.00057
RF00216	RF04203	train	train	OK	2.6e-05
RF00217	RF00318	train	train	OK	0.0046
RF00217	RF00331	train	train	OK	0.0046
RF00217	RF01133	train	train	OK	0.0062
RF00217	RF01136	train	train	OK	0.0011
RF00217	RF01152	train	train	OK	0.0037
RF00218	RF01232	test	test	OK	0.0023
RF00220	RF01061	train	train	OK	7.4e-05
RF00220	RF02405	train	train	OK	0.002
RF00220	RF03413	train	train	OK	0.004
RF00220	RF03623	train	train	OK	0.0033
RF00221	RF02336	train	train	OK	0.0034
RF00224	RF03620	train	train	OK	0.005
RF00229	RF00254	train	train	OK	0.0088
RF00230	RF02447	train	train	OK	7.2e-05
RF00232	RF01151	test	test	OK	5.1e-05
RF00234	RF01469	train	train	OK	0.0032
RF00236	RF00262	train	train	OK	0.00073
RF00236	RF00825	train	train	OK	0.0045
RF00236	RF01809	train	train	OK	0.001
RF00236	RF02351	train	train	OK	0.0066
RF00236	RF02566	train	train	OK	0.0074
RF00236	RF02604	train	train	OK	2.4e-05
RF00236	RF03566	train	train	OK	0.0061
RF00236	RF03889	train	train	OK	0.0053
RF00237	RF00246	train	train	OK	0.0012
RF00237	RF00253	train	train	OK	0.0059
RF00237	RF00256	train	train	OK	1.3e-07
RF00237	RF00445	train	train	OK	0.00076
RF00237	RF00685	train	train	OK	1e-05
RF00237	RF00768	train	train	OK	0.0063
RF00237	RF00778	train	train	OK	9e-05
RF00237	RF00797	train	train	OK	0.00014
RF00237	RF00815	train	train	OK	0.00024
RF00237	RF00846	train	train	OK	3.2e-11
RF00237	RF00911	train	train	OK	0.00028
RF00237	RF00927	train	train	OK	0.01
RF00237	RF00935	train	train	OK	0.0019
RF00237	RF00990	train	train	OK	0.00086
RF00237	RF01021	train	train	OK	5.7e-07
RF00237	RF01043	train	train	OK	0.0016
RF00237	RF01503	train	train	OK	0.00014
RF00237	RF02017	train	train	OK	3.4e-05
RF00237	RF02019	train	train	OK	0.0027
RF00237	RF03197	train	train	OK	1.2e-07
RF00237	RF03222	train	train	OK	0.00045
RF00237	RF03244	train	train	OK	0.0022
RF00237	RF03258	train	train	OK	0.0035
RF00237	RF03293	train	train	OK	1e-06
RF00237	RF03328	train	train	OK	0.0034
RF00237	RF03458	train	train	OK	0.0039
RF00237	RF03511	train	train	OK	1e-06
RF00237	RF03557	train	train	OK	0.0033
RF00237	RF03578	train	train	OK	4.3e-08
RF00237	RF03583	train	train	OK	6.5e-06
RF00237	RF03590	train	train	OK	1.6e-05
RF00237	RF03631	train	train	OK	2.9e-06
RF00237	RF03686	train	train	OK	8.2e-07
RF00237	RF03701	train	train	OK	0.0068
RF00237	RF03704	train	train	OK	2.2e-05
RF00237	RF03712	train	train	OK	0.00059
RF00237	RF03717	train	train	OK	6e-06
RF00237	RF03719	train	train	OK	0.0029
RF00237	RF03814	train	train	OK	6.3e-07
RF00237	RF03852	train	train	OK	7.6e-05
RF00237	RF03894	train	train	OK	0.0002
RF00237	RF03938	train	train	OK	6.6e-07
RF00237	RF03953	train	train	OK	5.9e-05
RF00237	RF03955	train	train	OK	1.7e-08
RF00237	RF03956	train	train	OK	0.0099
RF00237	RF03987	train	train	OK	4.5e-05
RF00237	RF04007	train	train	OK	0.00016
RF00237	RF04036	train	train	OK	8.3e-05
RF00237	RF04049	train	train	OK	1.8e-09
RF00237	RF04066	train	train	OK	5.8e-05
RF00237	RF04069	train	train	OK	4.3e-08
RF00237	RF04076	train	train	OK	0.0071
RF00237	RF04097	train	train	OK	5e-05
RF00237	RF04120	train	train	OK	0.00012
RF00237	RF04138	train	train	OK	6.7e-06
RF00237	RF04150	train	train	OK	1.5e-05
RF00237	RF04194	train	train	OK	0.00066
RF00237	RF04202	train	train	OK	3.5e-05
RF00237	RF04206	train	train	OK	2.9e-06
RF00237	RF04239	train	train	OK	0.00035
RF00237	RF04240	train	train	OK	5.3e-07
RF00238	RF00994	train	train	OK	0.0029
RF00238	RF03583	train	train	OK	0.0033
RF00239	RF00246	train	train	OK	0.00084
RF00239	RF03278	train	train	OK	6.6e-05
RF00239	RF03355	train	train	OK	0.0011
RF00239	RF03489	train	train	OK	0.00076
